title,longitude,latitude,coord_type,metrotype,type2,category,category_en,url,ak,geotable_id
慧忠北里,116.4143,40.00981,3,2,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station291632.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
航天桥西,116.31238,39.92989,3,1,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station289230.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
保福寺桥南,116.33994,39.99011,3,3,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station289743.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
二里庄,116.37138,40.0056,3,2,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station289053.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
北洼路北口,116.31213,39.94682,3,2,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station289811.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
北沙滩桥东,116.37912,40.00767,3,3,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station289779.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
北洼路(西行),116.31258,39.94974,3,2,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station289818.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
大屯路东口,116.42289,40.00908,3,3,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station291304.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
珠江帝景,116.48261,39.89897,3,1,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station288963.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
武圣北路南口,116.47446,39.89081,3,2,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station292637.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
花家地西里二区,116.46812,39.99141,3,1,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station291501.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
亚奥国际酒店,116.37837,40.00756,3,1,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station300152.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
大山庄,116.4964,39.95265,3,3,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station292355.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
北洼路,116.31247,39.94979,3,3,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station289948.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
芳城园,116.43986,39.87186,3,1,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station288988.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
大观园西,116.36018,39.8753,3,3,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station289530.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
大观园,116.36337,39.87399,3,3,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station289478.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
普惠南里,116.31477,39.91884,3,2,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station289330.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
北洼路(东行),116.31222,39.94973,3,3,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station289821.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
魏公村路西口,116.31572,39.9612,3,3,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station292124.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
中央电视塔码头,116.31307,39.92335,3,3,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station300206.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
为公桥,116.31569,39.96187,3,1,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station289640.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
北洼路西里,116.31085,39.94341,3,1,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station289810.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
公主坟,116.31675,39.91293,3,2,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station289515.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
方庄环岛南,116.43718,39.87053,3,2,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station289192.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
科学院小区,116.33165,39.98438,3,1,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station291090.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
农光东里,116.47442,39.88977,3,2,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station289275.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
南湖西里,116.46473,39.99462,3,2,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station289999.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
菜户营桥北,116.35509,39.8769,3,3,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station288816.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
右安门外,116.37095,39.87079,3,3,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station289107.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
北沙滩桥西,116.37435,40.00737,3,1,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station291350.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
大屯北路,116.40336,40.01132,3,3,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station294990.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
北京语言大学,116.35164,39.99876,3,2,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station289795.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
小红庙南站,116.34388,39.88292,3,2,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station289415.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
东风桥北,116.49249,39.96583,3,2,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station292623.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
慈云寺桥,116.49628,39.92014,3,3,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station291764.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
大观园公交总站,116.35864,39.87499,3,1,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station289500.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
保福寺,116.33995,39.99173,3,2,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station300147.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
大屯路东,116.42386,40.01001,3,3,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station295191.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
定安路,116.42047,39.86668,3,1,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station288872.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
望京西,116.45455,40.00067,3,3,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station295247.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
马连道西里,116.33315,39.89086,3,2,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station289423.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
八里河,116.44302,39.87179,3,1,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station288987.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
厂洼街东口,116.31391,39.95972,3,3,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station291955.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
公主坟南,116.31675,39.91122,3,1,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station288782.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
芳园里西站,116.48534,39.97731,3,1,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station291217.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
五道口公交场站,116.34435,39.99501,3,1,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station291168.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
城铁望京西站,116.45477,40.00077,3,2,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station291502.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
北京西站南,116.32685,39.89663,3,1,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station292942.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
花家地南街,116.47176,39.99065,3,3,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station290036.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
朝阳公园桥东,116.49991,39.93991,3,2,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station290086.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
东风南路,116.49568,39.96035,3,1,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station291345.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
三义庙,116.31855,39.96968,3,3,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station289216.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
北沙滩桥北,116.37583,40.00845,3,2,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station290189.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
地铁大屯路东站,116.424,40.01045,3,2,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station291289.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
东风桥南,116.49479,39.96278,3,1,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station292356.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
东风桥,116.49517,39.96209,3,2,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station292357.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
四惠,116.49474,39.91414,3,1,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station295124.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
公主坟西,116.31506,39.91343,3,2,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station289325.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
二里庄北口,116.37034,40.00719,3,3,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station289205.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
芳星园,116.44036,39.87036,3,2,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station288971.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
慧忠北里社区,116.41352,40.01187,3,2,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station294989.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
林萃东路,116.38719,40.01104,3,2,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station294992.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
保福寺桥西,116.33843,39.99177,3,1,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station289210.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
七贤村路口北,116.30898,39.94016,3,1,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station289809.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
慈云寺,116.49798,39.92156,3,1,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station289930.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
北洼路西,116.30875,39.9385,3,2,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station289549.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
红莲南里,116.34163,39.88291,3,2,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station289414.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
木樨园,116.404,39.86463,3,1,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station290957.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
潘家园桥北,116.46789,39.88284,3,1,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station289856.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
潘家园桥西,116.46652,39.8819,3,2,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station289349.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
中灿苑小区南门,116.41589,40.01218,3,3,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station294988.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
海逸酒店,116.48431,39.98038,3,3,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station292605.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
南磨房,116.47758,39.89012,3,2,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station289390.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
华威南路,116.45863,39.87712,3,2,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station289465.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
关庄路东口,116.44471,40.00619,3,1,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station291111.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
芳园南里西区,116.48716,39.97724,3,3,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station291854.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
木樨园桥北,116.40684,39.86434,3,3,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station288803.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
红领巾公园,116.50045,39.92899,3,1,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station289657.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
保福寺桥北,116.33984,39.99362,3,2,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station289798.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
刘家窑桥北,116.42844,39.86651,3,2,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station288900.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
菜户营桥东,116.35744,39.87376,3,2,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station288815.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
东风桥东,116.49553,39.96456,3,3,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station291196.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
七贤村路口南,116.30781,39.9375,3,2,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station289620.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
洼里南口,116.40244,40.01336,3,2,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station290478.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
柳村,116.34743,39.87824,3,3,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station289645.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
岭南路西口,116.3077,39.93463,3,1,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station289621.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
花家地南里,116.47762,39.98818,3,1,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station290028.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
马连道胡同,116.33323,39.88789,3,3,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station289422.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
海淀黄庄南,116.32453,39.98101,3,1,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station290120.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
苏州桥,116.31476,39.96725,3,3,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station289639.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
潘家园桥,116.46785,39.88147,3,3,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station289255.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
城铁五道口站,116.34615,39.99859,3,1,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station291031.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
洋桥北,116.39319,39.86407,3,3,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station289027.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
北洼路南口,116.30767,39.93143,3,2,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station289808.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
木樨园桥,116.40649,39.86349,3,1,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station290107.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
海淀黄庄东,116.32497,39.9819,3,3,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station290144.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
望京西站,116.45804,40.0016,3,3,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station294237.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
木樨园桥东,116.40833,39.86349,3,1,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station289083.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
中国农业大学东校区,116.36409,40.00695,3,3,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station289206.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
四惠桥,116.4971,39.91403,3,2,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station290892.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
木樨园桥西,116.4038,39.86337,3,1,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station289383.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
华汇商厦,116.41421,40.01348,3,3,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station292494.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
学院路北口,116.35933,40.00525,3,2,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station289207.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
高庙,116.50255,39.93639,3,1,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station291251.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
北京九十四中学,116.47487,39.99118,3,2,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station290035.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
莲花池,116.32563,39.8943,3,2,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station288866.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
紫芳路,116.44972,39.87166,3,1,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station291828.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
海淀黄庄,116.32437,39.98187,3,3,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station295170.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
大屯北路东口,116.42284,40.01293,3,3,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station294987.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
太平桥东里,116.32764,39.89173,3,1,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station289614.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
厂洼,116.31044,39.96023,3,2,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station291956.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
左安路,116.46259,39.87729,3,2,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station289363.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
科荟南路西口,116.38228,40.01239,3,1,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station294991.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
双泉堡南,116.37417,40.01067,3,1,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station290160.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
洋桥东,116.39483,39.86316,3,1,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station290075.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
弘善家园小区西站,116.4592,39.87537,3,2,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station292173.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
菜户营西街,116.34395,39.87889,3,3,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station291288.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
潘家园桥东,116.4702,39.88183,3,2,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station289348.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
玉渊潭南路,116.30948,39.91912,3,1,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station291286.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
方庄南口,116.4388,39.86734,3,3,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station288989.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
花家地西里,116.47248,39.99385,3,1,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station289997.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
八里庄北里,116.50333,39.93433,3,1,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station291250.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
马连道南街西口,116.32859,39.89027,3,1,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station294945.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
赵公口桥西,116.41883,39.86331,3,2,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station289082.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
罗道庄,116.30835,39.92187,3,1,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station290591.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
芳园南里,116.49025,39.97687,3,2,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station291853.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
红莲南路,116.33739,39.88286,3,1,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station289830.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
洋桥西,116.39109,39.86317,3,3,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station290106.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
百子湾桥西,116.49454,39.9066,3,2,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station289315.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
菜户营桥,116.35298,39.87371,3,3,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station288814.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
花家地北里西站,116.46963,39.99635,3,1,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station291329.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
海淀黄庄北,116.32389,39.98279,3,1,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station289788.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
中关村南路,116.32773,39.98674,3,1,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station291092.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
花家地北里,116.4776,39.99051,3,2,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station290022.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
南湖南路,116.46974,39.99637,3,1,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station289998.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
万芳桥北,116.3782,39.86499,3,2,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station289490.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
弘善家园小区,116.45748,39.87385,3,3,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station292172.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
大郊亭桥西,116.48974,39.89903,3,2,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station288962.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
望京西路,116.46414,39.99992,3,1,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station291334.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
中关村二桥南,116.33145,39.99023,3,3,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station291089.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
东八里庄,116.50172,39.92179,3,2,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station289929.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
海淀黄庄西,116.32274,39.98186,3,2,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station290151.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
五道口,116.34269,39.99849,3,3,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station289796.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
北苑路大屯北站,116.42325,40.0139,3,3,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station290093.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
石佛营西里,116.50437,39.93762,3,2,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station291252.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
厂洼北站,116.31027,39.96291,3,2,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station291957.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
菜户营桥西,116.3509,39.87401,3,1,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station289567.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
辛庄,116.50311,39.95151,3,2,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station290123.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
六道口,116.35834,40.00662,3,1,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station290804.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
苏州桥北,116.3141,39.97083,3,1,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station291715.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
北京戏曲学校,116.38367,39.86339,3,1,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station290422.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
望京医院,116.48113,39.98829,3,2,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station291212.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
京顺路丽都饭店,116.48415,39.98551,3,2,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station290019.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
刘家窑桥西,116.42628,39.86338,3,1,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station289081.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
平乐园,116.48256,39.89012,3,1,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station289389.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
刘家窑桥,116.42876,39.86377,3,3,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station290108.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
洋桥南,116.39323,39.86198,3,1,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station289038.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
东升园,116.33974,39.99739,3,3,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station289797.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
刘家窑桥东,116.43034,39.86393,3,3,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station288990.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
刘家窑,116.42819,39.86349,3,1,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station295197.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
八里庄南里,116.50435,39.92904,3,3,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station289656.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
翠微东里,116.30764,39.91913,3,1,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station289329.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
平乐园北,116.48403,39.89115,3,2,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station289291.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
