title,longitude,latitude,coord_type,metrotype,type2,category,category_en,url,ak,geotable_id
劲松,116.46801,39.890027,3,2,1,地铁,metro,http://bj.bendibao.com/ditie/zdjinsong.shtml,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
北京南站,116.384955,39.871457,3,1,1,地铁,metro,http://bj.bendibao.com/ditie/zdbeijingnanzhan.shtml,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
蒲黄榆,116.428185,39.871699,3,2,1,地铁,metro,http://bj.bendibao.com/ditie/zdpuhuangyu.shtml,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
北京西站,116.327874,39.901712,3,3,1,地铁,metro,http://bj.bendibao.com/ditie/zdbeijingxizhan.shtml,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
公主坟,116.316696,39.913509,3,2,1,地铁,metro,http://bj.bendibao.com/ditie/zdgongzhufen.shtml,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
大屯路东,116.423892,40.010107,3,3,1,地铁,metro,http://bj.bendibao.com/ditie/zddatunludong.shtml,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
望京西,116.455596,40.001109,3,3,1,地铁,metro,http://bj.bendibao.com/ditie/zdwangjingxi.shtml,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
潘家园,116.467741,39.881735,3,3,1,地铁,metro,http://bj.bendibao.com/ditie/zdpanjiayuan.shtml,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
海淀黄庄,116.324348,39.981865,3,1,1,地铁,metro,http://bj.bendibao.com/ditie/zdhaidianhuangzhuang.shtml,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
五道口,116.344434,39.998568,3,1,1,地铁,metro,http://bj.bendibao.com/ditie/zdwudaokou.shtml,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
莲花桥,116.316823,39.904081,3,2,1,地铁,metro,http://bj.bendibao.com/ditie/zdlianhuaqiao.shtml,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
刘家窑,116.428565,39.863697,3,1,1,地铁,metro,http://bj.bendibao.com/ditie/zdliujiayao.shtml,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
森林公园南门,116.399036,40.016211,3,1,1,地铁,metro,http://bj.bendibao.com/ditie/zdsenlingongyuannanmen.shtml,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
西钓鱼台,116.304186,39.929671,3,2,1,地铁,metro,http://bj.bendibao.com/ditie/zdxidiaoyutai.shtml,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
四惠,116.501945,39.91486,3,3,1,地铁,metro,http://bj.bendibao.com/ditie/zdsihui.shtml,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
六里桥东,116.320819,39.892267,3,1,1,地铁,metro,http://bj.bendibao.com/ditie/zdliuliqiaodong.shtml,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
慈寿寺,116.300677,39.93927,3,1,1,地铁,metro,http://bj.bendibao.com/ditie/zdcishousi.shtml,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
十里堡,116.508479,39.929238,3,1,1,地铁,metro,http://bj.bendibao.com/ditie/zdshilibao.shtml,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
中关村,116.323066,39.989956,3,1,1,地铁,metro,http://bj.bendibao.com/ditie/zdzhongguancun.shtml,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
十里河,116.465751,39.871575,3,2,1,地铁,metro,http://bj.bendibao.com/ditie/zdshilihe.shtml,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
马家堡,116.377878,39.859199,3,1,1,地铁,metro,http://bj.bendibao.com/ditie/zdmajiabao.shtml,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
车道沟,116.300274,39.954895,3,1,1,地铁,metro,http://bj.bendibao.com/ditie/zdchedaogou.shtml,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
苏州街,116.312768,39.981704,3,2,1,地铁,metro,http://bj.bendibao.com/ditie/zdsuzhoujie.shtml,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
万寿路,116.30155,39.91371,3,3,1,地铁,metro,http://bj.bendibao.com/ditie/zdwanshoulu.shtml,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
长春桥,116.300461,39.964876,3,1,1,地铁,metro,http://bj.bendibao.com/ditie/zdchangchunqiao.shtml,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
望京,116.476025,40.004254,3,1,1,地铁,metro,http://bj.bendibao.com/ditie/zdwangjing.shtml,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
大红门,116.404916,39.851803,3,2,1,地铁,metro,http://bj.bendibao.com/ditie/zddahongmen.shtml,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
北京大学东门,116.322265,39.998006,3,1,1,地铁,metro,http://bj.bendibao.com/ditie/zdbeijingdaxuedongmen.shtml,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
石榴庄,116.420566,39.852109,3,1,1,地铁,metro,http://bj.bendibao.com/ditie/zdshiliuzhuang.shtml,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
角门东,116.392751,39.851487,3,2,1,地铁,metro,http://bj.bendibao.com/ditie/zdjiaomendong.shtml,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
角门西,116.377644,39.851929,3,2,1,地铁,metro,http://bj.bendibao.com/ditie/zdjiaomenxi.shtml,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
宋家庄,116.434919,39.852041,3,2,1,地铁,metro,http://bj.bendibao.com/ditie/zdsongjiazhuang.shtml,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
六里桥,116.30961,39.886428,3,2,1,地铁,metro,http://bj.bendibao.com/ditie/zdliuliqiao.shtml,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
巴沟,116.30051,39.980389,3,3,1,地铁,metro,http://bj.bendibao.com/ditie/zdbagou.shtml,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
火器营,116.29561,39.972383,3,3,1,地铁,metro,http://bj.bendibao.com/ditie/zdhuoqiying.shtml,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
分钟寺,116.460348,39.857886,3,1,1,地铁,metro,http://bj.bendibao.com/ditie/zdfeizhongsi.shtml,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
林萃桥,116.378905,40.027995,3,1,1,地铁,metro,http://bj.bendibao.com/ditie/zdlincuiqiao.shtml,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
青年路,116.523829,39.929469,3,3,1,地铁,metro,http://bj.bendibao.com/ditie/zdkemnianlu.shtml,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
四惠东,116.522346,39.914957,3,3,1,地铁,metro,http://bj.bendibao.com/ditie/zdsihuidong.shtml,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
草桥,116.359241,39.851597,3,1,1,地铁,metro,http://bj.bendibao.com/ditie/zdcaoqiao.shtml,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
海淀五路居,116.282736,39.9386,3,3,1,地铁,metro,http://bj.bendibao.com/ditie/zdhaidianwuluju.shtml,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
成寿寺,116.454315,39.851457,3,2,1,地铁,metro,http://bj.bendibao.com/ditie/zdchengshousi.shtml,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
圆明园,116.315938,40.005466,3,3,1,地铁,metro,http://bj.bendibao.com/ditie/zdyuanmingyuan.shtml,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
公益西桥,116.377314,39.843056,3,3,1,地铁,metro,http://bj.bendibao.com/ditie/zdgongyixiqiao.shtml,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
西局,116.309898,39.87224,3,1,1,地铁,metro,http://bj.bendibao.com/ditie/zdxiju.shtml,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
五棵松,116.280423,39.913833,3,3,1,地铁,metro,http://bj.bendibao.com/ditie/zdwukesong.shtml,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
北苑路北,116.424525,40.036821,3,2,1,地铁,metro,http://bj.bendibao.com/ditie/zdbeiyuanlubei.shtml,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
纪家庙,116.339533,39.850124,3,2,1,地铁,metro,http://bj.bendibao.com/ditie/zdjijiamiao.shtml,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
七里庄,116.300779,39.873436,3,2,1,地铁,metro,http://bj.bendibao.com/ditie/zdqilizhuang.shtml,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
泥洼,116.310813,39.8647,3,3,1,地铁,metro,http://bj.bendibao.com/ditie/zdniwa.shtml,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
高碑店,116.538,39.915798,3,1,1,地铁,metro,http://bj.bendibao.com/ditie/zdgaobeidian.shtml,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
肖村,116.455024,39.839926,3,3,1,地铁,metro,http://bj.bendibao.com/ditie/zdxiaocun.shtml,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
西苑,116.297156,40.004714,3,2,1,地铁,metro,http://bj.bendibao.com/ditie/zdxiyuan.shtml,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
首经贸,116.32612,39.850327,3,1,1,地铁,metro,http://bj.bendibao.com/ditie/zdshoujingmao.shtml,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
立水桥南,116.420973,40.048143,3,1,1,地铁,metro,http://bj.bendibao.com/ditie/zdlishuiqiaonan.shtml,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
永泰庄,116.361159,40.043692,3,3,1,地铁,metro,http://bj.bendibao.com/ditie/zdyongtaizhuang.shtml,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
丰台站,116.312357,39.853606,3,2,1,地铁,metro,http://bj.bendibao.com/ditie/zdfengtaizhan.shtml,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
丰台东大街,116.300215,39.86144,3,2,1,地铁,metro,http://bj.bendibao.com/ditie/zdfengtaidongdajie.shtml,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
北苑,116.441308,40.048865,3,1,1,地铁,metro,http://bj.bendibao.com/ditie/zdbeiyuan.shtml,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
小红门,116.465808,39.83399,3,1,1,地铁,metro,http://bj.bendibao.com/ditie/zdxiaohongmen.shtml,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
玉泉路,116.25947,39.913501,3,3,1,地铁,metro,http://bj.bendibao.com/ditie/zdyuquanlu.shtml,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
崔各庄,116.499145,40.028437,3,2,1,地铁,metro,http://bj.bendibao.com/ditie/zdcuigezhuang.shtml,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
大井,116.281826,39.871571,3,3,1,地铁,metro,http://bj.bendibao.com/ditie/zddajing.shtml,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
北宫门,116.28399,40.008678,3,2,1,地铁,metro,http://bj.bendibao.com/ditie/zdbeigongmen.shtml,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
上地,116.326836,40.038699,3,3,1,地铁,metro,http://bj.bendibao.com/ditie/zdshangdi.shtml,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
西小口,116.358213,40.052716,3,3,1,地铁,metro,http://bj.bendibao.com/ditie/zdxixiaokou.shtml,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
丰台南路,116.302854,39.847201,3,3,1,地铁,metro,http://bj.bendibao.com/ditie/zdfengtainanlu.shtml,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
立水桥,116.418274,40.059244,3,2,1,地铁,metro,http://bj.bendibao.com/ditie/zdlishuiqiao.shtml,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
传媒大学,116.561375,39.915197,3,3,1,地铁,metro,http://bj.bendibao.com/ditie/zdchuanmeidaxue.shtml,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
新宫,116.372097,39.818302,3,1,1,地铁,metro,http://bj.bendibao.com/ditie/zdxingong.shtml,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
科怡路,116.303808,39.838664,3,3,1,地铁,metro,http://bj.bendibao.com/ditie/zdkeyilu.shtml,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
安河桥北,116.276432,40.018657,3,3,1,地铁,metro,http://bj.bendibao.com/ditie/zdanheqiaobei.shtml,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
八宝山,116.242277,39.913185,3,2,1,地铁,metro,http://bj.bendibao.com/ditie/zdbabaoshan.shtml,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
褡裢坡,116.570223,39.929826,3,3,1,地铁,metro,http://bj.bendibao.com/ditie/zddalianpo.shtml,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
马泉营,116.509638,40.039847,3,2,1,地铁,metro,http://bj.bendibao.com/ditie/zdmaquanying.shtml,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
郭庄子,116.259835,39.870755,3,3,1,地铁,metro,http://bj.bendibao.com/ditie/zdguozhuangzi.shtml,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
丰台科技园,116.303639,39.831449,3,3,1,地铁,metro,http://bj.bendibao.com/ditie/zdfengtaikejiyuan.shtml,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
育新,116.353997,40.066124,3,1,1,地铁,metro,http://bj.bendibao.com/ditie/zdyuxin.shtml,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
天通苑南,116.419113,40.072752,3,2,1,地铁,metro,http://bj.bendibao.com/ditie/zdtiantongyuannan.shtml,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
旧宫,116.467432,39.812543,3,2,1,地铁,metro,http://bj.bendibao.com/ditie/zdjiugong.shtml,Ow5fqi6DQXmgD5PGSB7QBdHF,106990
