title,longitude,latitude,coord_type,metrotype,type2,category,category_en,url,ak,geotable_id,poiID
"鼓楼外大街南站",116.40157,39.96238,39,3,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station289775.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990,934139288
"积水潭桥南",116.37875,39.95216,12,1,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station289150.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990,934139299
"中山公园西门(南长街)",116.39827,39.91487,38,2,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station294862.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990,934139315
"灵境胡同",116.38334,39.92072,42,2,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station289595.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990,934139327
"南长街",116.39829,39.91474,18,2,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station288828.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990,934139339
"演乐胡同",116.43281,39.92708,41,2,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station289179.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990,934139353
"平安医院",116.3729,39.93823,17,1,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station289911.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990,934139361
"积水潭桥东",116.38062,39.95472,44,2,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station289240.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990,934139373
"天安门东",116.40756,39.9141,20,1,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station288791.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990,934139387
"新开胡同",116.37434,39.94653,43,2,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station288891.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990,934139396
"积水潭",116.38033,39.95481,19,3,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station295155.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990,934139413
"黄寺总政大院",116.39992,39.96316,47,2,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station289536.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990,934139425
"新街口",116.37415,39.94658,22,3,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station295171.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990,934139434
"力学胡同",116.38847,39.91711,45,2,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station289033.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990,934139447
"北京一四二中学",116.4145,39.96252,21,1,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station289093.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990,934139460
"报子胡同",116.37306,39.93302,49,1,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station288888.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990,934139468
"马尾沟",116.372286873,39.941193373,24,2,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station289120.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990,934139479
"天安门西",116.39973,39.9138,48,1,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station288790.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990,934139495
"德胜门外",116.38588,39.95921,23,2,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station288839.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990,934139509
"甘石桥",116.38023,39.92161,33,3,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station289155.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990,934139528
"南河沿",116.41308,39.91398,9,2,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station288938.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990,934139540
"石碑胡同",116.39704,39.91367,32,3,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station288939.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990,934139552
"王府井路口北",116.41793,39.91489,8,1,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station289878.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990,934139562
"北小街豁口",116.43049,39.95558,36,1,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station288995.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990,934139574
"和平里中街西口",116.41607,39.96323,11,1,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station289981.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990,934139591
"东直门北小街北口",116.43186,39.9545,34,2,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station291223.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990,934139602
"东四十条桥西",116.43895,39.93967,10,1,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station289396.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990,934139642
"东四十条桥",116.43905,39.93965,38,1,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station289394.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990,934139649
"东直门内",116.43727,39.94722,13,1,2,公交,bus,http://bus.bj.bendibao.com/zhandian/station289173.htm,Ow5fqi6DQXmgD5PGSB7QBdHF,106990,934139662
